© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->Adult_WM_vs_GM->WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Workspace	My Projects
Project	Adult_WM_vs_GM
Analysis	WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Date	Wed Dec 23 14:29:42 PST 2020
Analysis ID	24400012

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(tissues/cell lines = Nervous System not otherwise specified OR Purkinje cells OR Striatum OR Other Stem cells OR Caudate Nucleus OR SF-539 OR Cerebral Cortex OR Stem cells not otherwise specified OR CNS Cell Lines not otherwise specified OR Dorsal Root Ganglion OR Ventricular Zone OR Hypothalamus OR SNB-75 OR Cerebellum OR Embryonic stem cells OR Granule Cell Layer OR Amygdala OR Spinal Cord OR SF-295 OR Subventricular Zone OR Granule cells OR Parietal Lobe OR Other Neurons OR Gray Matter OR U251 OR U87MG OR Trigeminal Ganglion OR Hippocampus OR Other Nervous System OR Brain OR Mesenchymal stem cells OR Thalamus OR Other CNS Cell Lines OR Substantia Nigra OR Nucleus Accumbens OR White Matter OR Medulla Oblongata OR Putamen OR Pyramidal neurons OR Sciatic Nerve OR Corpus Callosum OR SF-268 OR Choroid Plexus OR Cortical neurons OR Astrocytes OR Olfactory Bulb OR Cerebral Ventricles OR Neurons not otherwise specified OR Pituitary Gland OR Brainstem) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Adult_WM_vs_GM->WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Nur77 Signaling in T Lymphocytes	-0E00		1.72E-02	EP300	
Opioid Signaling Pathway	-0E00		8.58E-03	EP300,RRAS2	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00		1.20E-02	JUN,PIK3C2B	
Pyridoxal 5'-phosphate Salvage Pathway	-0E00		1.61E-02	PAK2	
RAR Activation	-0E00		1.69E-02	EP300,JUN,MMP1	
Relaxin Signaling	-0E00		1.44E-02	JUN,PIK3C2B	
Role of BRCA1 in DNA Damage Response	-0E00		1.33E-02	ATF1	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00		1.18E-02	PAK2	
Sperm Motility	-0E00		1.06E-02	FLT1,PDIA3	
Synaptic Long Term Depression	-0E00		1.20E-02	PDIA3,RRAS2	
White Adipose Tissue Browning Pathway	-0E00		1.68E-02	CEBPB,THRA	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00		1.39E-02	EP300,GSTO1	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00		1.40E-02	EP300,GSTO1	
cAMP-mediated signaling	-0E00		1.38E-02	CNR1,GPR17,STAT3	
α-Adrenergic Signaling	-0E00		1.09E-02	RRAS2	
Calcium-induced T Lymphocyte Apoptosis	2E-01		1.92E-02	EP300	
Cell Cycle Control of Chromosomal Replication	2E-01		1.92E-02	CDK16	
Eicosanoid Signaling	2E-01		1.92E-02	PTGS2	
PXR/RXR Activation	2E-01		1.92E-02	IL6	
Heparan Sulfate Biosynthesis	2.1E-01		2.00E-02	XYLT2	
MSP-RON Signaling Pathway	2.1E-01		2.00E-02	PIK3C2B	
CD27 Signaling in Lymphocytes	2.15E-01		2.04E-02	JUN	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	2.21E-01		2.08E-02	EP300	
IL-15 Production	2.26E-01		1.90E-02	FLT1,IL6	
Spliceosomal Cycle	2.26E-01		2.13E-02	ZNF830	
Phospholipases	2.32E-01		2.17E-02	PDIA3	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	2.32E-01		2.17E-02	ETS2	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.32E-01		2.17E-02	PIK3C2B	
Ephrin A Signaling	2.38E-01		2.22E-02	PIK3C2B	
Dermatan Sulfate Biosynthesis	2.44E-01		2.27E-02	XYLT2	
Transcriptional Regulatory Network in Embryonic Stem Cells	2.44E-01		2.27E-02	STAT3	
Sumoylation Pathway	2.5E-01		2.02E-02	EP300,JUN	
PFKFB4 Signaling Pathway	2.51E-01		2.33E-02	NCOA3	
Apelin Pancreas Signaling Pathway	2.57E-01		2.38E-02	PIK3C2B	
Sirtuin Signaling Pathway	2.63E-01	0.4472135954999579	1.93E-02	JUN,MT-ND4,NDUFV2,STAT3,ZIC2	
Type I Diabetes Mellitus Signaling	2.63E-01		2.08E-02	HLA-E,IL1R1	
Chondroitin Sulfate Biosynthesis	2.64E-01		2.44E-02	XYLT2	
Neuropathic Pain Signaling In Dorsal Horn Neurons	2.67E-01		2.11E-02	PDIA3,PIK3C2B	
iCOS-iCOSL Signaling in T Helper Cells	2.67E-01		2.11E-02	NFATC3,PIK3C2B	
Nicotine Degradation II	2.71E-01		2.50E-02	CYP1B1	
Kinetochore Metaphase Signaling Pathway	2.72E-01		2.13E-02	BOD1,MACROH2A1	
NER Pathway	2.72E-01		2.13E-02	COPS2,EP300	
3-phosphoinositide Biosynthesis	2.76E-01		2.04E-02	MTMR9,PIK3C2B,TNS3	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.79E-01		2.56E-02	IL6	
SPINK1 Pancreatic Cancer Pathway	2.79E-01		2.56E-02	TGFBR2	
Stearate Biosynthesis I (Animals)	2.79E-01		2.56E-02	ACSL5	
Superpathway of Melatonin Degradation	2.79E-01		2.56E-02	CYP1B1	
ATM Signaling	2.86E-01		2.20E-02	ATF1,JUN	
Triacylglycerol Biosynthesis	2.94E-01		2.70E-02	GPAT3	
Thrombin Signaling	3.09E-01		2.09E-02	MYLK,PDIA3,PIK3C2B,RRAS2	
Allograft Rejection Signaling	3.11E-01		2.86E-02	HLA-E	
Docosahexaenoic Acid (DHA) Signaling	3.11E-01		2.86E-02	PIK3C2B	
Melatonin Degradation I	3.11E-01		2.86E-02	CYP1B1	
TWEAK Signaling	3.11E-01		2.86E-02	CASP7	
3-phosphoinositide Degradation	3.12E-01		2.17E-02	MTMR9,SYNJ2,TNS3	
Factors Promoting Cardiogenesis in Vertebrates	3.16E-01		2.19E-02	LEF1,PDIA3,TGFBR2	
Calcium Signaling	3.2E-01		2.13E-02	ASPH,EP300,NFATC3,TPM3	
Nicotine Degradation III	3.2E-01		2.94E-02	CYP1B1	
RANK Signaling in Osteoclasts	3.23E-01		2.38E-02	JUN,PIK3C2B	
Corticotropin Releasing Hormone Signaling	3.25E-01		2.22E-02	CNR1,JUN,PTGS2	
Hereditary Breast Cancer Signaling	3.3E-01		2.24E-02	EP300,PIK3C2B,RRAS2	
Airway Pathology in Chronic Obstructive Pulmonary Disease	3.35E-01		2.44E-02	IL6,MMP1	
Type II Diabetes Mellitus Signaling	3.39E-01		2.27E-02	ACSL5,CEBPB,PIK3C2B	
4-1BB Signaling in T Lymphocytes	3.39E-01		3.12E-02	JUN	
Circadian Rhythm Signaling	3.39E-01		3.12E-02	CRY1	
Interferon Signaling	3.39E-01		3.12E-02	IFNAR2	
Role of JAK2 in Hormone-like Cytokine Signaling	3.39E-01		3.12E-02	STAT3	
BMP signaling pathway	3.47E-01		2.50E-02	JUN,RRAS2	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	3.47E-01		2.50E-02	ADAM17,LEF1	
Phagosome Maturation	3.48E-01		2.31E-02	ATP6V0E1,HLA-E,PRDX1	
Autoimmune Thyroid Disease Signaling	3.49E-01		3.23E-02	HLA-E	
Estrogen Biosynthesis	3.49E-01		3.23E-02	CYP1B1	
FGF Signaling	3.53E-01		2.53E-02	PIK3C2B,STAT3	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.59E-01		3.33E-02	EP300	
TNFR2 Signaling	3.59E-01		3.33E-02	JUN	
Triacylglycerol Degradation	3.59E-01		3.33E-02	ABHD12	
Human Embryonic Stem Cell Pluripotency	3.68E-01		2.38E-02	LEF1,PIK3C2B,TGFBR2	
Chemokine Signaling	3.8E-01		2.67E-02	JUN,RRAS2	
MIF-mediated Glucocorticoid Regulation	3.82E-01		3.57E-02	PTGS2	
Role of Cytokines in Mediating Communication between Immune Cells	3.82E-01		3.57E-02	IL6	
Superpathway of Cholesterol Biosynthesis	3.82E-01		3.57E-02	NSDHL	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	3.84E-01		2.44E-02	CASP1,IL6,PIK3C2B	
p70S6K Signaling	3.89E-01		2.46E-02	PDIA3,PIK3C2B,RRAS2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	3.94E-01		2.74E-02	HLA-E,PIK3C2B	
Complement System	3.94E-01		3.70E-02	CD55	
Synaptic Long Term Potentiation	3.94E-01		2.48E-02	EP300,PDIA3,RRAS2	
Antiproliferative Role of Somatostatin Receptor 2	4.01E-01		2.78E-02	PIK3C2B,RRAS2	
Non-Small Cell Lung Cancer Signaling	4.01E-01		2.78E-02	PIK3C2B,RRAS2	
Endocannabinoid Neuronal Synapse Pathway	4.06E-01		2.52E-02	CNR1,PDIA3,PTGS2	
Estrogen-mediated S-phase Entry	4.07E-01		3.85E-02	CCNA2	
Fatty Acid β-oxidation I	4.07E-01		3.85E-02	ACSL5	
Role of p14/p19ARF in Tumor Suppression	4.07E-01		3.85E-02	PIK3C2B	
FcγRIIB Signaling in B Lymphocytes	4.08E-01		2.82E-02	PIK3C2B,RRAS2	
ERK5 Signaling	4.16E-01		2.86E-02	IL6ST,RRAS2	
Small Cell Lung Cancer Signaling	4.16E-01		2.86E-02	PIK3C2B,PTGS2	
Hematopoiesis from Pluripotent Stem Cells	4.2E-01		4.00E-02	IL6	
Glioma Invasiveness Signaling	4.23E-01		2.90E-02	PIK3C2B,RRAS2	
Toll-like Receptor Signaling	4.23E-01		2.90E-02	IRAK2,JUN	
Role of MAPK Signaling in the Pathogenesis of Influenza	4.31E-01		2.94E-02	PTGS2,RRAS2	
Acetone Degradation I (to Methylglyoxal)	4.34E-01		4.17E-02	CYP1B1	
IL-7 Signaling Pathway	4.39E-01		2.99E-02	JUN,PIK3C2B	
Growth Hormone Signaling	4.48E-01		3.03E-02	PIK3C2B,STAT3	
IL-17A Signaling in Gastric Cells	4.48E-01		4.35E-02	JUN	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	4.48E-01		4.35E-02	GPAT3	
Hepatic Cholestasis	4.49E-01		2.52E-02	IL1R1,IL6,IRAK2,JUN	
Crosstalk between Dendritic Cells and Natural Killer Cells	4.56E-01		3.08E-02	HLA-E,IL6	
CXCR4 Signaling	4.59E-01	-1.0	2.55E-02	JUN,PAK2,PIK3C2B,RRAS2	
Cholecystokinin/Gastrin-mediated Signaling	4.6E-01		2.73E-02	JUN,PTGS2,RRAS2	
IL-22 Signaling	4.64E-01		4.55E-02	STAT3	
Glioblastoma Multiforme Signaling	4.65E-01	-2.0	2.56E-02	LEF1,PDIA3,PIK3C2B,RRAS2	
GP6 Signaling Pathway	4.67E-01		2.75E-02	COL4A1,LAMC2,PIK3C2B	
AMPK Signaling	4.67E-01	-1.3416407864998738	2.46E-02	CCNA2,EP300,PIK3C2B,RAB1A,RAB27A	
Role of NFAT in Regulation of the Immune Response	4.7E-01	-1.0	2.58E-02	JUN,NFATC3,PIK3C2B,RRAS2	
CDP-diacylglycerol Biosynthesis I	4.8E-01		4.76E-02	GPAT3	
Glutathione-mediated Detoxification	4.8E-01		4.76E-02	GSTO1	
Polyamine Regulation in Colon Cancer	4.8E-01		4.76E-02	OAZ1	
TCA Cycle II (Eukaryotic)	4.8E-01		4.76E-02	IDH3A	
Fc Epsilon RI Signaling	4.94E-01		2.86E-02	PIK3C2B,RRAS2,SYNJ2	
Bupropion Degradation	4.97E-01		5.00E-02	CYP1B1	
Endoplasmic Reticulum Stress Pathway	4.97E-01		5.00E-02	CASP7	
Communication between Innate and Adaptive Immune Cells	5.02E-01		3.33E-02	HLA-E,IL6	
Oxidative Phosphorylation	5.16E-01		2.94E-02	MT-CO2,MT-ND4,NDUFV2	
Erythropoietin Signaling Pathway	5.23E-01	0.0	2.74E-02	IL6,JUN,PIK3C2B,RRAS2	
Telomerase Signaling	5.23E-01		2.97E-02	ETS2,PIK3C2B,RRAS2	
PCP pathway	5.32E-01		3.51E-02	JUN,PRICKLE1	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	5.35E-01		5.56E-02	SYNJ2	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	5.35E-01		5.56E-02	SYNJ2	
eNOS Signaling	5.42E-01		2.80E-02	CCNA2,FLT1,PGF,PIK3C2B	
Semaphorin Signaling in Neurons	5.42E-01		3.57E-02	ITGB1,PAK2	
Wnt/Ca+ pathway	5.42E-01		3.57E-02	NFATC3,PDIA3	
FAT10 Signaling Pathway	5.56E-01		5.88E-02	UBE2Z	
Fatty Acid α-oxidation	5.56E-01		5.88E-02	PTGS2	
Lipid Antigen Presentation by CD1	5.56E-01		5.88E-02	PDIA3	
Apoptosis Signaling	5.62E-01		3.12E-02	CASP2,CASP7,RRAS2	
Unfolded protein response	5.75E-01		3.77E-02	CEBPB,SEL1L	
Huntington's Disease Signaling	5.77E-01	1.3416407864998738	2.63E-02	CASP1,CASP2,CASP7,EP300,JUN,PIK3C2B	
Phospholipase C Signaling	5.82E-01	-1.3416407864998738	2.64E-02	EP300,ITGA2,ITGA6,ITGB1,NFATC3,RRAS2	
UVC-Induced MAPK Signaling	5.99E-01		3.92E-02	JUN,RRAS2	
Dermatan Sulfate Degradation (Metazoa)	6.03E-01		6.67E-02	CEMIP2	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	6.03E-01		6.67E-02	IL6	
RAN Signaling	6.03E-01		6.67E-02	KPNA5	
Adrenomedullin signaling pathway	6.04E-01	-2.0	2.81E-02	CEBPB,MYLK,PDIA3,PIK3C2B,RRAS2	
Melanocyte Development and Pigmentation Signaling	6.05E-01		3.30E-02	EP300,PIK3C2B,RRAS2	
Superpathway of Inositol Phosphate Compounds	6.1E-01	-1.3416407864998738	2.82E-02	MTMR9,PIK3C2B,PPIP5K2,SYNJ2,TNS3	
PKCθ Signaling in T Lymphocytes	6.1E-01	-1.0	3.01E-02	JUN,NFATC3,PIK3C2B,RRAS2	
IL-1 Signaling	6.14E-01		3.33E-02	IL1R1,IRAK2,JUN	
Insulin Receptor Signaling	6.18E-01	-1.0	3.03E-02	PIK3C2B,RAPGEF1,RRAS2,SYNJ2	
LPS/IL-1 Mediated Inhibition of RXR Function	6.23E-01		2.86E-02	ABCG1,ACSL5,GSTO1,IL1R1,JUN	
Apelin Cardiomyocyte Signaling Pathway	6.23E-01		3.37E-02	MYLK,PDIA3,PIK3C2B	
Nitric Oxide Signaling in the Cardiovascular System	6.23E-01		3.37E-02	FLT1,PGF,PIK3C2B	
PD-1, PD-L1 cancer immunotherapy pathway	6.23E-01		3.37E-02	HLA-E,LATS2,PIK3C2B	
Maturity Onset Diabetes of Young (MODY) Signaling	6.24E-01		4.08E-02	APOL3,EP300	
Melanoma Signaling	6.24E-01		4.08E-02	PIK3C2B,RRAS2	
Necroptosis Signaling Pathway	6.25E-01	-2.0	3.05E-02	CASP1,CFLAR,FKBP1A,TNFRSF10B	
Chondroitin Sulfate Degradation (Metazoa)	6.29E-01		7.14E-02	CEMIP2	
Mitochondrial L-carnitine Shuttle Pathway	6.29E-01		7.14E-02	ACSL5	
γ-linolenate Biosynthesis II (Animals)	6.29E-01		7.14E-02	ACSL5	
Prostate Cancer Signaling	6.32E-01		3.41E-02	LEF1,PIK3C2B,RRAS2	
Activation of IRF by Cytosolic Pattern Recognition Receptors	6.37E-01		4.17E-02	IL6,JUN	
UVB-Induced MAPK Signaling	6.37E-01		4.17E-02	JUN,PIK3C2B	
Antioxidant Action of Vitamin C	6.42E-01		3.45E-02	GSTO1,PDIA3,TXNRD1	
CREB Signaling in Neurons	6.57E-01	-1.7320508075688774	2.42E-02	ADGRF5,ADGRL4,CNR1,EDNRB,EP300,FLT1,GPR17,GPR19,GPR4,PDIA3,PIK3C2B,RRAS2,TGFBR2	
Cholesterol Biosynthesis I	6.57E-01		7.69E-02	NSDHL	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	6.57E-01		7.69E-02	NSDHL	
Cholesterol Biosynthesis III (via Desmosterol)	6.57E-01		7.69E-02	NSDHL	
Protein Kinase A Signaling	6.6E-01	-1.1338934190276817	2.58E-02	ATF1,DUSP3,LEF1,MYLK,NFATC3,PDIA3,PTGS2,PTPRE,TGFBR2	
Bladder Cancer Signaling	6.61E-01		3.53E-02	MMP1,PGF,RRAS2	
Ceramide Signaling	6.61E-01		3.53E-02	JUN,PIK3C2B,RRAS2	
iNOS Signaling	6.78E-01		4.44E-02	IRAK2,JUN	
Gαi Signaling	6.8E-01	0.0	3.23E-02	CNR1,GPR17,RRAS2,STAT3	
Granzyme A Signaling	6.88E-01		8.33E-02	EP300	
Wnt/β-catenin Signaling	6.9E-01	1.0	3.03E-02	CDH5,EP300,JUN,LEF1,TGFBR2	
HIPPO signaling	6.92E-01		3.66E-02	LATS2,MOB1A,WWTR1	
OX40 Signaling Pathway	6.93E-01		4.55E-02	HLA-E,JUN	
Breast Cancer Regulation by Stathmin1	6.95E-01	-0.2773500981126146	2.47E-02	ADGRF5,ADGRL4,CNR1,EDNRB,GPR17,GPR19,GPR4,JUN,PGF,PIK3C2B,RRAS2,STAT3,STMN1	
B Cell Receptor Signaling	7.04E-01	-0.4472135954999579	3.07E-02	JUN,NFATC3,PIK3C2B,RRAS2,SYNJ2	
Gα12/13 Signaling	7.05E-01	0.0	3.31E-02	CDH5,JUN,PIK3C2B,RRAS2	
P2Y Purigenic Receptor Signaling Pathway	7.13E-01	-1.0	3.33E-02	JUN,PDIA3,PIK3C2B,RRAS2	
UDP-N-acetyl-D-galactosamine Biosynthesis II	7.22E-01		9.09E-02	PGM3	
Retinoic acid Mediated Apoptosis Signaling	7.24E-01		4.76E-02	CFLAR,TNFRSF10B	
Protein Ubiquitination Pathway	7.28E-01		2.85E-02	HLA-E,PSMB4,UBE2H,UBE2J1,UBE2K,UBE2Z,USP53	
FLT3 Signaling in Hematopoietic Progenitor Cells	7.35E-01		3.85E-02	PIK3C2B,RRAS2,STAT3	
IL-23 Signaling Pathway	7.4E-01		4.88E-02	PIK3C2B,STAT3	
14-3-3-mediated Signaling	7.4E-01	-1.0	3.42E-02	JUN,PDIA3,PIK3C2B,RRAS2	
Tight Junction Signaling	7.49E-01		3.18E-02	CLDN5,JUN,MAGI2,MYLK,TGFBR2	
B Cell Activating Factor Signaling	7.56E-01		5.00E-02	JUN,NFATC3	
Extrinsic Prothrombin Activation Pathway	7.59E-01		1.00E-01	TFPI	
Fatty Acid Activation	7.59E-01		1.00E-01	ACSL5	
Glycogen Degradation III	7.59E-01		1.00E-01	PGM3	
Prostanoid Biosynthesis	7.59E-01		1.00E-01	PTGS2	
Macropinocytosis Signaling	7.7E-01		4.00E-02	ITGB1,PIK3C2B,RRAS2	
April Mediated Signaling	7.73E-01		5.13E-02	JUN,NFATC3	
CCR3 Signaling in Eosinophils	7.77E-01		3.54E-02	MYLK,PAK2,PIK3C2B,RRAS2	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	7.77E-01	-2.0	3.54E-02	IL6ST,PIK3C2B,RRAS2,STAT3	
Th2 Pathway	7.77E-01		3.54E-02	ICAM1,JUN,PIK3C2B,TGFBR2	
GDNF Family Ligand-Receptor Interactions	7.82E-01		4.05E-02	JUN,PIK3C2B,RRAS2	
Neurotrophin/TRK Signaling	7.82E-01		4.05E-02	JUN,PIK3C2B,RRAS2	
Endocannabinoid Developing Neuron Pathway	7.87E-01	-1.0	3.57E-02	CNR1,PIK3C2B,RRAS2,STAT3	
Glycogen Degradation II	8.01E-01		1.11E-01	PGM3	
Angiopoietin Signaling	8.06E-01		4.17E-02	PAK2,PIK3C2B,RRAS2	
IL-15 Signaling	8.06E-01		4.17E-02	PIK3C2B,RRAS2,STAT3	
Xenobiotic Metabolism Signaling	8.1E-01		3.00E-02	CYP1B1,EP300,FTL,GSTO1,IL6,PIK3C2B,RRAS2	
Role of PKR in Interferon Induction and Antiviral Response	8.27E-01	-1.0	3.70E-02	CASP1,IFNAR2,JUN,STAT3	
MIF Regulation of Innate Immunity	8.28E-01		5.56E-02	JUN,PTGS2	
IL-12 Signaling and Production in Macrophages	8.47E-01		3.77E-02	CEBPB,EP300,JUN,PIK3C2B	
Glucose and Glucose-1-phosphate Degradation	8.48E-01		1.25E-01	PGM3	
γ-glutamyl Cycle	8.48E-01		1.25E-01	GCLM	
Estrogen-Dependent Breast Cancer Signaling	8.59E-01		4.41E-02	JUN,PIK3C2B,RRAS2	
GM-CSF Signaling	8.59E-01		4.41E-02	PIK3C2B,RRAS2,STAT3	
Leptin Signaling in Obesity	8.59E-01		4.41E-02	PDIA3,PIK3C2B,STAT3	
Regulation of the Epithelial-Mesenchymal Transition Pathway	8.62E-01		3.26E-02	ADAM17,LEF1,PIK3C2B,RRAS2,STAT3,TGFBR2	
CDK5 Signaling	8.69E-01		3.85E-02	ITGA2,ITGA6,ITGB1,RRAS2	
Cardiac Hypertrophy Signaling	8.86E-01	-1.1338934190276817	3.15E-02	EP300,IL6,JUN,PDIA3,PIK3C2B,RRAS2,TGFBR2	
Role of JAK1 and JAK3 in γc Cytokine Signaling	8.87E-01		4.55E-02	PIK3C2B,RRAS2,STAT3	
ErbB4 Signaling	9.01E-01		4.62E-02	ADAM17,PIK3C2B,RRAS2	
GDP-glucose Biosynthesis	9.02E-01		1.43E-01	PGM3	
Glycoaminoglycan-protein Linkage Region Biosynthesis	9.02E-01		1.43E-01	XYLT2	
Inositol Pyrophosphates Biosynthesis	9.02E-01		1.43E-01	PPIP5K2	
Dendritic Cell Maturation	9.04E-01	-2.0	3.60E-02	HLA-E,ICAM1,IL6,PDIA3,PIK3C2B	
IL-9 Signaling	9.11E-01		6.25E-02	PIK3C2B,STAT3	
Inhibition of Angiogenesis by TSP1	9.11E-01		6.25E-02	JUN,TGFBR2	
Chronic Myeloid Leukemia Signaling	9.14E-01		4.00E-02	MECOM,PIK3C2B,RRAS2,TGFBR2	
